fold,train_emd,val_emd,params
1,57.0191335185431,99.05922325563546,"[2.146241397550334, 700.5520972649708, 0.056494751000893975, 173.66187401190757, 0.43421920874638764, 2.7052852974532158, 0.496592786209057, 4.654968668559152, 0.3711461397400046, 0.4531695599949849, 4.660248517566325, 17.81167073128288]"
2,55.01458998294868,94.81739104335668,"[1.909294960541736, 550.7846288622096, 0.06925883105962484, 222.7414189229583, 0.3631996623883782, 2.9235606635860023, 0.5184837361259463, 4.126192242810621, 0.3562576444166233, 0.37011501544660314, 3.750241045143879, 16.63002044696185]"
3,58.16563790152928,101.57740943291473,"[1.8364939553216573, 159.05788416728615, 0.06135339919452514, 138.32175701544637, 0.8386065310836524, 3.3681829603094253, 0.4835564897296407, 4.6319658874910825, 0.3471999354474325, 0.4259273497471842, 4.467772816685183, 19.854574083464726]"
4,57.26562716253913,97.49923736289266,"[1.6956231420026207, 1988.3733067674143, 0.06440332863500443, 218.6259832297186, 0.4855543723160234, 2.4088312281096353, 0.5119498963839659, 3.410001214173551, 0.3955570628187952, 0.38843144896662307, 3.6255563914360005, 17.64418072225002]"
5,54.18950380995744,112.08911201217563,"[1.9303741914933568, 704.1573499504095, 0.06608750814925907, 158.99520096888878, 0.48996174307622, 1.5588765323778102, 0.4863526747017739, 2.6682795024431596, 0.38508638875907664, 0.40904308968599645, 4.950615565673269, 18.048641888834673]"
