fold,train_emd,val_emd,params
1,85.55963457893968,143.82960922465853,"[3.1211886236142092, 174.41644298223105, 0.045007818977272414, 1.3580828064420236, 3.2182862295761403, 1.0583052298033693, 2.7985067724213297, 87.70268939220881, 0.47321931006756185, 0.38802454266263364]"
2,89.26824510587079,99.44724968394046,"[2.0578985358823125, 433.01455918481486, 0.061303979547284615, 0.5034951565952062, 2.2013195926986358, 0.6933350477727352, 1.8042200270419673, 58.024828426034695, 0.5606450940660773, 0.421712827458755]"
3,98.9889172771135,115.61067535254148,"[1.3257370894051164, 203.80067258851216, 0.06318875387874354, 0.6219222657632548, 1.14337812043761, 0.8212958274372988, 1.542757118960408, 29.817092235778215, 0.6539657903677215, 0.503572762635641]"
4,93.14042164731913,105.8544209390978,"[2.1627422608286615, 797.9603797908644, 0.06438399513649393, 0.6022813688752939, 2.660678328797121, 0.7582677950347467, 1.603922693858479, 32.715510281251056, 0.5830465608255944, 0.4126626704661439]"
5,82.52990839706527,143.76093286528166,"[2.2889259957468404, 126.4276956559346, 0.05903435220449039, 0.4871267029599131, 2.302288539293804, 0.5050991082138017, 2.7040690297919094, 72.70722071109924, 0.5203556166012164, 0.3913621895224963]"
