counts,good_means,good_stds,good_sems,bad_means,bad_stds,bad_sems,times
500,99.72523767825257,3.350988280208464,0.7687694354956764,128.4354248820938,2.858816025593721,0.6558573765125061,0.12552505135536193
1000,99.8077495793081,2.7869679690190114,0.6393743018862456,127.90126921442891,2.240041034203195,0.5139006577618981,0.1493459939956665
2000,99.59911429517892,1.737060056466236,0.3985089076314409,127.97023210234934,1.6194801904737048,0.3715342363863621,0.13962469696998597
5000,99.12208640737117,1.365232205919119,0.3132057484246606,127.63440207292236,1.1675618266709262,0.26785705330496423,0.132539701461792
10000,99.0057845118402,0.7886780420575455,0.1809351518062296,127.38539195079605,0.4700940062357914,0.10784696142873652,0.1497928500175476
20000,98.95874558040967,0.5969067451821441,0.13693979899825,127.34082791635151,0.45957967528771787,0.10543480847812627,0.14552194476127625
50000,98.88170389825878,0.3704434859714107,0.08498556419170034,127.42677120245654,0.30610740332679814,0.07022585457742943,0.18696035146713258
