fold,train_emd,val_emd,params
1,84.4810358933488,142.66193329372683,"[6.733586801595884, 366.44068261939503, 0.04117628322229797, 0.7075383341585828, 1.7240209143816037, 0.7322321299526968, 1.6847868342045764, 66.71738687436337, 0.4202725200828415, 0.37254958363387225]"
2,91.3961978064454,97.16643460496277,"[2.453484087609173, 262.21996068745636, 0.06269353976005454, 0.37071642184405307, 1.0976897778356787, 0.603560698169479, 1.558840647250282, 71.90960533031242, 0.6370817764599619, 0.43263393203997097]"
3,97.95272580841221,114.36677574588481,"[3.3337498026124948, 868.5752622515614, 0.04235730719617198, 3.2348002009774786, 3.709457424473915, 1.3950930085271296, 1.9030947180531357, 57.27579254311979, 0.47202671594267465, 0.44256049673327835]"
4,102.3091302600588,112.0486863252406,"[1.0198838707360203, 151.06716624978458, 0.07431605256685882, 0.8689565019959327, 0.7328993339595113, 0.8053957118670105, 1.9368832518433474, 78.08868125443627, 0.4245244186276827, 0.44671627125623914]"
5,84.18408755625981,143.16543702099005,"[4.877426318165913, 948.0892952551793, 0.04284330181523043, 0.7682330504635406, 2.2697657839284, 0.836609075520601, 1.7364702215632524, 73.59319256346497, 0.5387770233148774, 0.41122302247592146]"
