fold,train_emd,val_emd,params
1,57.657310129431664,103.64934467497791,"[5.213154788223559, 634.6007582283203, 0.045032031819724004, 198.17424147075536, 0.3686087643348088, 1.3648692374925302, 0.5052015574400404, 1.3733528272279654, 49.783147028742796, 0.6193316175484702, 0.5580239812126699, 4.640126886471435, 19.314305267668068]"
2,56.06500144352869,96.30955495892488,"[2.1937535689754384, 148.9019803151732, 0.0788719355555254, 215.65345822243597, 0.38344535239060806, 3.38644331144729, 0.5422987553341003, 3.1840826827843407, 89.33671562755964, 0.4486885932976861, 0.3218058412834194, 3.8845919849534485, 16.984187075380472]"
3,59.3006271724297,103.55908681170116,"[2.8233624980142373, 498.79746308182655, 0.05768951630163023, 203.06873233503285, 0.6953203314030458, 2.0716507034416702, 0.6678001880695565, 1.8905196592147382, 68.90538912171121, 0.5018782409800233, 0.41050355525082294, 3.7004807089465936, 18.24502402086467]"
4,58.48379551869846,97.73112584106752,"[2.3208596156255794, 105.54047128308991, 0.06108499321841936, 127.26374239983502, 0.39265851810382646, 2.609643222756884, 0.6230137860902116, 2.489395230124973, 31.763428168957628, 0.6421425609765363, 0.42459599486242905, 3.8593737255095784, 19.681211729958598]"
5,56.844338900332836,109.82256447586806,"[2.0224977713678847, 131.07103583262062, 0.05911421918668715, 121.60337695973028, 0.8969625758116644, 2.5943067085278293, 0.5673967962756816, 2.6167221580228044, 65.71406962357833, 0.4766415204604103, 0.4289136390796797, 4.451440801027475, 17.579202788022215]"
