fold,train_emd,val_emd,params
1,84.32595758609614,145.66565376317288,"[5.4818098354480895, 819.0207611063647, 0.038391271770212225, 0.852341423413363, 3.062224149073563, 0.8318528905654237, 1.8602329412240755, 76.46400791901256, 0.4738432301745291, 0.4076035939126718]"
2,91.21354463688046,99.13959857741534,"[2.708428996962251, 136.47614289943328, 0.05911727907375951, 0.5629410948479354, 2.484351493502375, 0.7082070852939208, 1.9079624308165584, 12.685269841025821, 0.5064506056532133, 0.4261633738090864]"
3,94.39937130583584,118.28811119026035,"[4.208059267082515, 945.0889630222503, 0.03714460656415898, 1.3655627757905338, 3.7230111961938364, 0.9901974563991649, 1.8742694386767982, 68.11175049243728, 0.5273099539378188, 0.44616666954245593]"
4,92.27943511972086,108.3222101057157,"[2.1463274483698918, 1206.7877256470006, 0.06676791127287926, 0.7024956499781037, 1.2211565061127523, 0.7796525264170554, 1.2940329180712742, 51.756608416273224, 0.3373539883273696, 0.41374145757653435]"
5,81.91402834976103,144.51307572725426,"[2.0451919891935297, 490.93764518480714, 0.06702974172192487, 0.8553070113821277, 1.4929398231828166, 0.7141811049452518, 1.5428388865210163, 47.570798994232355, 0.10794139297740468, 0.3683436033670757]"
